id,type,name,address,
564,jewelry,Oren Jewellery Couture,Steeprock Drive,
565,bakery,Cliffside Hearth Bread Company,Kingston Road,
566,hairdresser,Hairolution,Walton Street,
567,hairdresser,Civello Aveda,Queen Street West,
568,erotic,Stag Shop,Queen Street West,
569,hairdresser,Allan Parss Salon,Wellington Street East,
570,jewelry,Jewellery Exchange,Yonge Street,
571,gift,Timbuktu,Yonge Street,
572,beauty,Nails Station Nails & Spa,Yonge Street,
573,interior_decoration,Ziggy's at Home,College Street,
574,variety_store,Dollarama,Bayview Avenue,
575,hairdresser,Civello,Yonge Street,
576,dry_cleaning,Gentle Beau Cleaners,Yonge Street,
577,hairdresser,Especially for You Hair Design,Victoria Park Avenue,
578,second_hand,Value Village,Victoria Park Avenue,
579,variety_store,Your Dollar Store With More,Eglinton Avenue East,
580,bicycle,Hoopdriver Bicycles,Annette Street,
581,gift,Hallmark,Yonge Street,
582,kitchen,Degrees Kitchen Store,Yonge Street,
583,beauty,I Love Nails,Yonge Street,
584,furniture,The Dinec Store,Yonge Street,
585,pet_grooming,Dog Daycare & Grooming Boutique,Yonge Street,
586,furniture,The Sign of the Skier,Yonge Street,
587,paint,Benjamin Moore,Yonge Street,
588,tea,T-buds,Yonge Street,
589,sports,Getoutside,Yonge Street,
590,clothes,Zeglio Custom Clothiers,Victoria Street,
591,clothes,Black Market,Queen Street West,
592,laundry,Washland Coin Laundry,Overlea Boulevard,
593,hairdresser,Tara's Hair Fashion,Sheppard Avenue East,
594,car_repair,Inter Auto Centre,Sheppard Avenue East,
595,vacant,Golden House Chinese Restaurant,Yonge Street,
596,beauty,123 Nails & Spa,Yonge Street,
597,furniture,Glorious Gallery Fine Furniture & Accessories,Yonge Street,
598,hairdresser,Alcorn Hair,Yonge Street,
599,copyshop,L3 Digital Print & Copy,Bay Street,
600,weight_loss,Herbal Magic,Gerrard Street West,
601,hearing_aids,Hearing Life,Yonge Street,
602,dry_cleaning,Moore Park Cleaners,Yonge Street,
603,clothes,Want Apothecary,Yonge Street,
604,clothes,Clementine's,Yonge Street,
605,beauty,Farideh Spa,Yonge Street,
606,travel_agency,Expedia Cruises,Yonge Street,
607,mobile_phone,Freedom Mobile,Yonge Street,
608,books,Book City,Yonge Street,
609,gift,The Papery,Yonge Street,
610,beauty,Nails Attraction,Yonge Street,
611,tailor,My Tailor Alterations & Dry Cleaners,Yonge Street,
612,hairdresser,The Living Room Hair Studio,Yonge Street,
613,sewing,The Sewing Studio,Yonge Street,
614,art,D & E Lake Ltd., Fine Arts,Yonge Street,
615,hairdresser,Kearns Davidson Hair & Skin Care,Yonge Street,
616,convenience,Luni Tuni Convenience,Yonge Street,
617,car_repair,Spadina Auto Service,Strachan Avenue,
618,department_store,UA Clearance,Yonge Street,
619,dry_cleaning,Bob's Cleaners,Mount Pleasant Road,
620,frame,Frame Master,Mount Pleasant Road,
621,beauty,Spa-Nails,Yonge Street,
622,art,Muse Gallery,Yonge Street,
623,clothes,Ron White,Bayview Avenue,
624,beauty,Natalie Nails,Bayview Avenue,
625,hairdresser,Aesthetics by Christine,Yonge Street,
626,travel_agency,Expedia CruiseShipCenters,Yonge Street,
627,beauty,Angel's Nice Nails,Yonge Street,
628,sports,Water Sports,Yonge Street,
629,hairdresser,David Austin Hair,Mount Pleasant Road,
630,hairdresser,Carnation Nails Spa & Hair,Mount Pleasant Road,
631,hairdresser,Attitudes in Hair,Mount Pleasant Road,
632,convenience,Circle K,Mount Pleasant Road,
633,car_repair,Mount Pleasant Auto Service,Mount Pleasant Road,
634,garden_centre,Bob's Garden Centre,Mount Pleasant Road,
635,furniture,Pagnello's Antiques,Bayview Avenue,
636,vacant,Noble Haus Decorative Hardware,Bayview Avenue,
637,vacant,wrap-it-up,Eglinton Avenue East,
638,vacant,Paws & Claws,Eglinton Avenue East,
639,vacant,Gentry Clothiers Inc.,Eglinton Avenue East,
640,vacant,Arax Jewellers,Eglinton Avenue East,
641,vacant,Floka Salon,Eglinton Avenue East,
642,vacant,Sunnybrook Cleaners,Eglinton Avenue East,
643,vacant,Pro Optical,Eglinton Avenue East,
644,vacant,Sunnybrook Restaurant,Eglinton Avenue East,
645,electronics,Brentview Electronics,Mount Pleasant Road,
646,beauty,Madison Beauty,Mount Pleasant Road,
647,hairdresser,Livingstone & Co.,Mount Pleasant Road,
648,furniture,The Sofa Bed Store,Mount Pleasant Road,
649,kitchen,Davisville Kitchens,Mount Pleasant Road,
650,interior_decoration,Art-Kitect,Mount Pleasant Road,
651,art,XC Art Restoration,Mount Pleasant Road,
652,gift,Collected Joy,Mount Pleasant Road,
653,bulk_food,Kempik Fine Bulk Food,Manor Road East,
654,optician,Modern Optical,Eglinton Avenue East,
655,convenience,Super Express Convenience,Eglinton Avenue East,
656,convenience,Eglinton Smoke Shop,Eglinton Avenue East,
657,convenience,Pilipino & Convenience Store,Eglinton Avenue East,
658,mobile_phone,SIM Wireless,Eglinton Avenue East,
659,beauty,E&Y Nails,Mount Pleasant Road,
660,mobile_phone,iFixMobile,Mount Pleasant Road,
661,beauty,Kathy Nails & Sp,Telegram Mews,
662,ticket,Mike the Ticket Host,Queens Quay West,
663,hairdresser,Dean Salon & Aesthetics,Yonge Street,
664,hairdresser,Crown of Glory Natural Hair Studio,Manor Road West,
665,hairdresser,The Flower Company,Yonge Street,
666,tobacco,Thomas Hinds Tobacconist,Yonge Street,
667,dry_cleaning,New Way Cleaners,Yonge Street,
668,jewelry,Saati Fine Jewellery,Mount Pleasant Road,
669,kitchen,Aya Kitchens,Mount Pleasant Road,
670,vacant,Prepatorium,Mount Pleasant Road,
671,clothes,Second Nature Boutique,Mount Pleasant Road,
672,optician,Eye Studio,Mount Pleasant Road,
673,appliance,York Appliance,Eglinton Avenue West,
674,beauty,Pinky Nails,Yonge Street,
675,beauty,Aroma Waxing Clinic,Yonge Street,
676,butcher,The Butcher's Son,Yonge Street,
677,vacant,Rossa Linda,Yonge Street,
678,hairdresser,Perfect Threading & Beauty Salon Inc.,Dundas Street West,
679,clothes,Steppin' Out,Yonge Street,
680,electronics,Spy Tech,Yonge Street,
681,optician,Oakley,Yonge Street,
682,convenience,On the Run,Drewry Avenue,
683,supermarket,Coppa's Fresh Market,Dufferin Street,
684,convenience,Mac's,Markham Road,
685,frame,Frame Up,Mount Pleasant Road,
686,furniture,Bernardi's Antiques,Mount Pleasant Road,
687,window_blind,Supershade,Mount Pleasant Road,
688,hairdresser,Crazy Cuts,Mount Pleasant Road,
689,interior_decoration,Closets by Design,Mount Pleasant Road,
690,florist,Periwinkle Flowers,Mount Pleasant Road,
691,hairdresser,The Manor Boutique Salon,Mount Pleasant Road,
692,beauty,Mount Pleasant Nails,Mount Pleasant Road,
693,optician,Davisville Eye Care,Mount Pleasant Road,
694,shoes,Little White Sneakers,Mount Pleasant Road,
695,beauty,B. T. Nail,Mount Pleasant Road,
696,shoes,Scarpino,Queen Street West,
697,clothes,Change,Queen Street West,
698,car_repair,Birchmount Collision,Finch Avenue East,
699,rental,ABC Rental (Equipment),Kennedy Road,
700,car,Canadian Auto Depot,Kennedy Road,
701,car,Scarsview Chrysler Dodge Jeep,Milner Avenue,
702,supermarket,Farm Boy,Bay Street,
703,furniture,The Chesterfield Shop,Yonge Street,
704,toys,Silly Goose Kids,Danforth Avenue,
705,rugs,Imperial Rug Galleries Ltd.,Church Street,
706,clothes,Stagioni mens,Toronto Street,
707,clothes,Tribal Rhythm,Queen Street West,
708,shoes,getoutside,Queen Street West,
709,shoes,CLL,Queen Street West,
710,fabric,Affordable Textiles,Queen Street West,
711,supermarket,Loblaws,Queen Street West,
712,bicycle,Trek,Queen Street West,
713,convenience,Sunshine Foods Convenience,Windermere Avenue,
714,convenience,Top Variety,Lake Shore Boulevard West,
715,vacant,Lakeshore Signs,Lake Shore Boulevard West,
716,toys,Lego,Sheppard Avenue East,
717,money_lender,Money Mart,Yonge Street,
718,vacant,Subway,Avenue Road,
719,supermarket,No Frills,Front Street East,
720,tailor,Bulloch Tailors,Colborne Street,
721,dry_cleaning,Valet Service Cleaners,Church Street,
722,copyshop,The Printing House Ltd.,Adelaide Street East,
723,greengrocer,Fresh and Wild,Bloor Street West,
724,butcher,Bloor Meat Market,Bloor Street West,
725,pet,Ruffin's Pet Center,Bloor Street West,
726,jewelry,Barclay Jewelry,Yonge Street,
727,toys,401 Games,Yonge Street,
728,supermarket,No Frills,Islington Avenue,
729,clothes,Diversity,Bloor Street West,
730,hairdresser,Desantis Men's Hair Salon,Mount Pleasant Road,
731,supermarket,Marcheleo's Gourmet Marketplace,Eglinton Avenue East,
732,vacant,Harvey's,Yonge Street,
733,dry_cleaning,TLC Cleaners,Yonge Street,
734,beauty,Sweet Apple Nail Spa,Holly Street,
735,jewelry,Allison Brown,Yonge Street,
736,toys,Game Trek,Yonge Street,
737,clothes,Heidi HO2,Yonge Street,
738,cosmetics,L'Occitane,Yonge Street,
739,interior_decoration,Royal Antiques Rug Gallery,Mount Pleasant Road,
740,hardware,Home Hardware,Queen Street West,
741,upholstery,E. Bapst Custom Upholstering,Mount Pleasant Road,
742,beauty,Spa,Mount Pleasant Road,
743,furniture,Dartford Home Inc.,Mount Pleasant Road,
744,clothes,Maison Nurita,Mount Pleasant Road,
745,florist,Apricot Flowers,Mount Pleasant Road,
746,pet,Uberdog Mount Pleasant,Mount Pleasant Road,
747,furniture,Jacaranda Tree & Co.,Mount Pleasant Road,
748,camera,Henry's,William Kitchen Road,
749,car,North York Kia,Dufferin Street,
750,dry_cleaning,Clara's Cleaners and Alterations,Erskine Avenue,
751,hairdresser,The Men's Chair Barber,Erskine Avenue,
752,hairdresser,mazz salon,Yonge Street,
753,optician,Phila Optical,Roncesvalles Avenue,
754,computer,Canada Computers,Yonge Street,
755,beauty,Nailsense,Yonge Street,
756,dry_cleaning,Alexandra Cleaners,Yonge Street,
757,furniture,Casalife,Yonge Street,
758,hairdresser,Maya Hair Salon,Bloor Street West,
759,funeral_directors,Ridley Funeral Home,Lake Shore Boulevard West,
760,convenience,Mon Lee's Variety,Lake Shore Boulevard West,
761,sports,Golf Town,The Queensway,
762,computer,Canada Computers,The Queensway,
763,convenience,Garden Milk & Variety,Roncesvalles Avenue,
764,books,Christian Science Reading Room,Yonge Street,
765,bakery,Fine Bakery and Deli,Lake Shore Boulevard West,
766,convenience,Lakeshore Smoke & Variety,Lake Shore Boulevard West,
767,travel_agency,All in One Travel,Lake Shore Boulevard West,
768,hairdresser,Elevate in the 6ix,Lake Shore Boulevard West,
769,hairdresser,Creative Image Hair & Aesthetics Inc.,Lake Shore Boulevard West,
770,supermarket,7 Sisters Food Market,Lake Shore Boulevard West,
771,convenience,Bake's Variety,Lake Shore Boulevard West,
772,hairdresser,Republic of Hair,Bloor Street West,
773,mobile_phone,Freedom Mobile,Lake Shore Boulevard West,
774,clothes,Terez Leather Shop,Lake Shore Boulevard West,
775,alcohol,LCBO,The Queensway,
776,hairdresser,First Choice Haircutters,The Queensway,
777,tattoo,Bamboo Tattoo Studio,The Queensway,
778,copyshop,NetPrintShip,The Queensway,
779,mobile_phone,Rogers,The Queensway,
780,beauty,Pedi Nails,The Queensway,
781,dry_cleaning,Dove Cleaners Depot,The Queensway,
782,pet,Pet Valu,The Queensway,
783,clothes,So Hip,Queen Street West,
784,shoes,Groovy,Queen Street West,
785,convenience,jusil Convenience,Yonge Street,
786,books,Pendragon Comics,Lake Shore Boulevard West,
787,vacant,Talking Heads,Lake Shore Boulevard West,
788,beauty,Spring Nails,Lake Shore Boulevard West,
789,convenience,Thomas Variety,Lake Shore Boulevard West,
790,convenience,Long Branch Village Mart,Lake Shore Boulevard West,
791,pet,Pet Valu,Lake Shore Boulevard West,
792,variety_store,Dollar Way,Lake Shore Boulevard West,
793,head,Petite Amsterdam,Lake Shore Boulevard West,
794,bakery,Sesame Pastry & Deli,Lake Shore Boulevard West,
795,confectionery,Sweet Olenka's,Lake Shore Boulevard West,
796,bakery,Delicia Bakery & Pastry,Lake Shore Boulevard West,
797,paint,Benjamin Moore,Lake Shore Boulevard West,
798,hairdresser,Above & Beyond Nail & Hair Salon,Lake Shore Boulevard West,
799,variety_store,Biway Zone,Lake Shore Boulevard West,
800,hairdresser,Ben's Hairstyling,Lake Shore Boulevard West,
801,florist,Rhea Flower and Gift Shop,Lake Shore Boulevard West,
802,appliance,Faulkner’s Home Appliances,Lake Shore Boulevard West,
803,pawnbroker,C N Jewellery Pawn Shop,Lake Shore Boulevard West,
804,convenience,Publik Variety,Lake Shore Boulevard West,
805,dry_cleaning,Anna's Shop Cleaner & Alteration,Lake Shore Boulevard West,
806,hairdresser,Philip & Frank's Barber Shop,Lake Shore Boulevard West,
807,hairdresser,Julia Beauty,Lake Shore Boulevard West,
808,computer,Laptops For Less,Lake Shore Boulevard West,
809,variety_store,Tina's Variety Shop,Royal York Road,
810,copyshop,Printing Net,Royal York Road,
811,florist,Royal York Flowers,Royal York Road,
812,butcher,Royal York Meat Market,Royal York Road,
813,greengrocer,Royal Garden,Royal York Road,
814,convenience,Royal Convenience,Royal York Road,
815,tattoo,Wolves Throne Tattoo,Royal York Road,
816,variety_store,Royal York Discount Store,Royal York Road,
817,bakery,Sanremo Bakery Cafe,Royal York Road,
818,beauty,3A Nails & Spa,Royal York Road,
819,convenience,Rocky Mart,Royal York Road,
820,convenience,Mimico Convenience Plus,Royal York Road,
821,laundry,XL Laundromat & Dry Cleaners,Lake Shore Boulevard West,
822,car_repair,Walsh's Auto Collision,Royal York Road,
823,beauty,Glow Body Tans & Spa,Lake Shore Boulevard West,
824,convenience,Jac's Milk,Lake Shore Boulevard West,
825,interior_decoration,Tony's Flooring Centre,Royal York Road,
826,hairdresser,Elevate Barbershop,Lake Shore Boulevard West,
827,mobile_phone,Mastercell,The Queensway,
828,beauty,Curls N' Lashes,Brown's Line,
829,vape,Vapers Market,Lake Shore Boulevard West,
830,beauty,Tammy's Spaw,Lake Shore Boulevard West,
831,variety_store,A-1 Discount Variety & Dollar,Lake Shore Boulevard West,
832,dry_cleaning,4 U Cleaners,Lake Shore Boulevard West,
833,second_hand,Great Finds,Lake Shore Boulevard West,
834,bridal,More 2 Love Bridal,Lake Shore Boulevard West,
835,mobile_phone,Mobile Tech,Lake Shore Boulevard West,
836,money_lender,Money Mart,Lake Shore Boulevard West,
837,motorcycle,A-Z Sources,Lake Shore Boulevard West,
838,butcher,Bani Halal Food,Lake Shore Boulevard West,
839,vacant,Hookah King Lounge,Lake Shore Boulevard West,
840,hairdresser,Anna and Barbara Hair Design,Lake Shore Boulevard West,
841,antiques,Comet Collectables,Lake Shore Boulevard West,
842,mobile_phone,Atlantic Cellular,Lake Shore Boulevard West,
843,optician,Long Branch Optical Inc,Lake Shore Boulevard West,
844,variety_store,Your Dollar Store with More,Sheppard Avenue West,
845,supermarket,Longo's,Laird Drive,
846,dry_cleaning,Peachy Cleaners,Yonge Street,
847,deli,Gastronomic Pascale Gourmet,Yonge Street,
848,herbalist,Noah's,Yonge Street,
849,hairdresser,Hair to Hair,The Queensway,
850,clothes,ND Studio,The Queensway,
851,vacant,Queensway Barbers,The Queensway,
852,beauty,LA Nails,The Queensway,
853,photo,FotoBox,The Queensway,
854,beauty,Flamingo Nails & Spa,The Queensway,
855,hifi,National Sound,The Queensway,
856,beauty,Jen Envoy Makeup Studio,The Queensway,
857,massage,Elite Retreat,The Queensway,
858,gift,Koota Ooma,The Queensway,
859,kitchen,Metropolitian Kitchen + Bath,The Queensway,
860,cannabis,Growers Retail,The Queensway,
861,beauty,Boss Spa,The Queensway,
862,erotic,Wiggles Adult Video,The Queensway,
863,spa,N3D Nails Health & Spa,The Queensway,
864,convenience,Queensway Smoke Convenience,The Queensway,
865,appliance,Aerus Electrolux Sales & Service,The Queensway,
866,vacant,Healing Heath Centre,The Queensway,
867,beauty,Clear Water Aesthetics,The Queensway,
868,bakery,Brown Sugar Delicacies,The Queensway,
869,electronics,Star Electronics,The Queensway,
870,hairdresser,Jmag Studio,The Queensway,
871,vape,Vape Luv,The Queensway,
872,bakery,Tartistry,The Queensway,
873,sports,Blacktoe Running Inc.,Yonge Street,
874,hairdresser,Rendezvous Hair Salon,Lake Shore Boulevard West,
875,mobile_phone,Bell,Dufferin Street,
876,clothes,H&M,Dufferin Street,
877,dry_cleaning,Fresh-up Cleaners,Bloor Street West,
878,beauty,Salon Allure Spa,Bloor Street West,
879,hairdresser,Embu Hair,Bloor Street West,
880,jewelry,Fantasy European Jewellery,Bloor Street West,
881,beauty,Perfect Nail Spa,Bloor Street West,
882,computer,Gigapex Computer,Brentwood Road North,
883,optician,Kingsway Eye Care,Bloor Street West,
884,nutrition_supplements,Healthy Living Plus,Bloor Street West,
885,pastry,Bake Sale On the Kingsway,Bloor Street West,
886,clothes,Tiassa,Bloor Street West,
887,jewelry,Crawford Custom Jewellers,Brentwood Road North,
888,convenience,Rainbow Convenience,Islington Avenue,
889,garden_centre,Islington Nurseries,Islington Avenue,
890,furniture,IKEA,Yonge Street,
891,greengrocer,Cabbagetown Organics,Parliament Street,
892,alcohol,LCBO,Parliament Street,
893,deli,Arz,Lawrence Avenue East,
894,bicycle,D'Ornellas,Lawrence Avenue East,
895,florist,Floral & Decor,Fort York Boulevard,
896,shoes,The Shoe Company,Bathurst Street,
897,tattoo,Exotix Studios,Spadina Avenue,
898,supermarket,Coles,The Boulevarde,
899,supermarket,ALDI,Brighton Avenue,
900,convenience,Steven's Grocery,Bathurst Street,
901,department_store,Giant Tiger,Kipling Avenue,
902,dry_cleaning,Sketchley Cleaners,York Mills Road,
903,bakery,Jedd's Frozen Custard,Yonge Street,
904,supermarket,Summer's Best Fruits & Flowers,Yonge Street,
905,mobile_phone,Bell,Spadina Avenue,
906,vacant,SAIL,North Queen Street,
907,mobile_phone,Bell,King Street West,
908,mobile_phone,Bell,The West Mall,
909,mobile_phone,Bell,Borough Drive,
910,mobile_phone,Bell,Eglinton Square,
911,mobile_phone,Bell,Overlea Boulevard,
912,mobile_phone,Bell,The East Mall,
913,mobile_phone,Bell,Rexdale Boulevard,
914,mobile_phone,Bell,Lawrence Avenue East,
915,mobile_phone,Bell,Danforth Avenue,
916,mobile_phone,Bell,Lawrence Avenue West,
917,mobile_phone,Bell,Queen Street East,
918,beauty,Kareshmah Beauty,Balmuto Street,
919,butcher,Butcher by Nature,Annette Street,
920,supermarket,Bulk Barn,Laird Drive,
921,dry_cleaning,Platis Cleaners,Laird Drive,
922,hairdresser,Supercuts,Laird Drive,
923,beauty,Aphrodite,Laird Drive,
924,pet,Pet Valu,Laird Drive,
925,houseware,Linen Chest,Laird Drive,
926,supplements,Vitapath,Laird Drive,
927,construction,Pizzaville,Laird Drive,
